Project,BugId,Method,FR,AR,Top1,Top2,Top3,Top4,Top5,WE,InputTokens,CachedTokens,OutputTokens,CostUSD
ansible,1,Agent4LR-M2R2-M1R1-M1R1,2.0,2.0,0,1,1,1,1,0.07692307692307693,45515,3072,825,0.003422
ansible,1,Agent4LR-M2R2-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,20467,6016,723,0.005209
ansible,1,Agent4LR-M2R2-M2R2-M2R2,1.0,1.0,1,1,1,1,1,0.0,16959,6016,1538,0.005962
ansible,1,Agent4LR-M2R2-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,21808,6144,723,0.022735
ansible,1,Agent4LR-M2R3-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,11874,1024,559,0.001610
ansible,1,Agent4LR-M2R3-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,20637,1664,617,0.006019
ansible,1,Agent4LR-M2R3-M2R3-M2R3,1.0,1.0,1,1,1,1,1,0.0,20354,6016,5165,0.014065
ansible,1,Agent4LR-M2R3-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,31590,4096,717,0.037831
ansible,1,Agent4LR-M3R1-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,49915,2048,1094,0.011092
ansible,1,Agent4LR-M3R1-M1R1-M3R1,2.0,2.0,0,1,1,1,1,0.07692307692307693,49915,2048,1094,0.019171
ansible,1,Agent4LR-M3R1-M2R1-M2R1,2.0,2.0,0,1,1,1,1,0.07692307692307693,36020,10368,994,0.015543
ansible,1,Agent4LR-M3R1-M2R1-M3R1,2.0,2.0,0,1,1,1,1,0.07692307692307693,36020,8704,994,0.022022
ansible,1,Agent4LR-M3R1-M2R2-M3R1,2.0,2.0,0,1,1,1,1,0.07692307692307693,24336,12416,1321,0.017549
ansible,1,Agent4LR-M3R1-M2R3-M3R1,2.0,2.0,0,1,1,1,1,0.07692307692307693,15186,1664,2517,0.019174
ansible,1,Agent4LR-M3R1-M3R1-M1R1,2.0,2.0,0,1,1,1,1,0.07692307692307693,20080,6144,942,0.023344
ansible,1,Agent4LR-M3R1-M3R1-M2R1,2.0,2.0,0,1,1,1,1,0.07692307692307693,20080,5120,942,0.024289
ansible,1,Agent4LR-M3R1-M3R1-M2R2,2.0,2.0,0,1,1,1,1,0.07692307692307693,20080,5120,1292,0.024989
ansible,1,Agent4LR-M3R1-M3R1-M2R3,2.0,2.0,0,1,1,1,1,0.07692307692307693,20080,5120,2063,0.026531
ansible,1,Agent4LR-M3R1-M3R1-M3R1,2.0,2.0,0,1,1,1,1,0.07692307692307693,20080,5120,942,0.028760
ansible,2,Agent4LR-M1R1-M1R1-M1R1,4.0,7.75,0,0,0,1,1,0.6333333333333333,18150,2560,804,0.001102
ansible,2,Agent4LR-M1R1-M1R1-M2R1,1.0,6.25,1,1,1,1,1,0.6333333333333333,18150,1024,804,0.001740
ansible,2,Agent4LR-M1R1-M1R1-M2R2,1.0,2.0,1,1,1,1,1,0.06666666666666667,18150,1024,981,0.002094
ansible,2,Agent4LR-M1R1-M1R1-M2R3,1.0,2.0,1,1,1,1,1,0.06666666666666667,18150,1024,1249,0.002630
ansible,2,Agent4LR-M1R1-M1R1-M3R1,1.0,1.5,1,1,1,1,1,0.0,18150,2048,804,0.003394
ansible,2,Agent4LR-M1R1-M2R1-M1R1,1.0,6.25,1,1,1,1,1,0.6333333333333333,15556,4992,740,0.002625
ansible,2,Agent4LR-M1R1-M2R1-M2R1,1.0,6.25,1,1,1,1,1,0.6333333333333333,15556,4992,740,0.003161
ansible,2,Agent4LR-M1R1-M2R2-M1R1,4.0,7.75,0,0,0,1,1,0.6333333333333333,15486,6016,1157,0.003391
ansible,2,Agent4LR-M1R1-M2R3-M1R1,1.0,3.0,1,1,1,1,1,0.2,17968,10368,3810,0.008499
ansible,2,Agent4LR-M1R1-M3R1-M1R1,1.0,3.0,1,1,1,1,1,0.2,15546,3072,796,0.014205
ansible,2,Agent4LR-M1R1-M3R1-M3R1,1.0,1.5,1,1,1,1,1,0.0,15546,4096,796,0.016278
ansible,2,Agent4LR-M2R1-M1R1-M1R1,3.0,7.0,0,0,1,1,1,0.6,26494,1024,714,0.002380
ansible,2,Agent4LR-M2R1-M1R1-M2R1,1.0,1.5,1,1,1,1,1,0.0,26494,1024,714,0.003158
ansible,2,Agent4LR-M2R1-M2R1-M1R1,2.0,6.75,0,1,1,1,1,0.6333333333333333,19109,4352,633,0.004515
ansible,2,Agent4LR-M2R1-M2R1-M2R1,1.0,1.5,1,1,1,1,1,0.0,19109,4352,633,0.005064
ansible,2,Agent4LR-M2R1-M2R1-M2R2,1.0,1.5,1,1,1,1,1,0.0,19109,4352,860,0.005518
ansible,2,Agent4LR-M2R1-M2R1-M2R3,1.0,1.5,1,1,1,1,1,0.0,19109,4352,1207,0.006212
ansible,2,Agent4LR-M2R1-M2R1-M3R1,1.0,1.5,1,1,1,1,1,0.0,19109,4352,633,0.007808
ansible,2,Agent4LR-M2R1-M2R2-M2R1,1.0,1.5,1,1,1,1,1,0.0,12056,1664,963,0.004566
ansible,2,Agent4LR-M2R1-M2R3-M2R1,1.0,1.5,1,1,1,1,1,0.0,14299,3328,1892,0.006610
ansible,2,Agent4LR-M2R1-M3R1-M2R1,1.0,1.5,1,1,1,1,1,0.0,16674,2432,667,0.018062
ansible,2,Agent4LR-M2R1-M3R1-M3R1,1.0,1.5,1,1,1,1,1,0.0,16674,2432,667,0.020674
ansible,2,Agent4LR-M2R2-M1R1-M1R1,2.0,6.75,0,1,1,1,1,0.6333333333333333,30833,2048,1071,0.003171
ansible,2,Agent4LR-M2R2-M2R1-M2R1,1.0,6.25,1,1,1,1,1,0.6333333333333333,17408,1664,926,0.005830
ansible,2,Agent4LR-M2R2-M2R2-M2R2,1.0,2.5,1,1,1,1,1,0.13333333333333333,12621,1664,1078,0.004937
ansible,2,Agent4LR-M2R2-M3R1-M3R1,1.0,1.5,1,1,1,1,1,0.0,12612,4480,896,0.013175
ansible,2,Agent4LR-M2R3-M1R1-M1R1,3.0,7.25,0,0,1,1,1,0.6333333333333333,19375,3072,1448,0.003498
ansible,2,Agent4LR-M2R3-M2R1-M2R1,1.0,1.5,1,1,1,1,1,0.0,16542,1664,1426,0.006613
ansible,2,Agent4LR-M2R3-M2R3-M2R3,1.0,1.5,1,1,1,1,1,0.0,18725,8064,5279,0.013425
ansible,2,Agent4LR-M2R3-M3R1-M3R1,1.0,1.5,1,1,1,1,1,0.0,11803,5376,1396,0.012156
ansible,2,Agent4LR-M3R1-M1R1-M1R1,2.0,6.75,0,1,1,1,1,0.6333333333333333,13334,2048,736,0.007270
ansible,2,Agent4LR-M3R1-M1R1-M3R1,1.0,1.5,1,1,1,1,1,0.0,13334,2048,736,0.010423
ansible,2,Agent4LR-M3R1-M2R1-M2R1,1.0,1.5,1,1,1,1,1,0.0,15568,3328,758,0.010001
ansible,2,Agent4LR-M3R1-M2R1-M3R1,1.0,1.5,1,1,1,1,1,0.0,15568,3200,758,0.011361
ansible,2,Agent4LR-M3R1-M2R2-M3R1,1.0,1.5,1,1,1,1,1,0.0,18040,7936,1062,0.012078
ansible,2,Agent4LR-M3R1-M2R3-M3R1,1.0,1.5,1,1,1,1,1,0.0,18075,8192,1930,0.012959
ansible,2,Agent4LR-M3R1-M3R1-M1R1,2.0,6.75,0,1,1,1,1,0.6333333333333333,15419,5632,786,0.019236
ansible,2,Agent4LR-M3R1-M3R1-M2R1,1.0,1.5,1,1,1,1,1,0.0,15419,4096,786,0.019848
ansible,2,Agent4LR-M3R1-M3R1-M2R2,1.0,1.5,1,1,1,1,1,0.0,15419,4096,936,0.020148
ansible,2,Agent4LR-M3R1-M3R1-M2R3,1.0,1.5,1,1,1,1,1,0.0,15419,4096,1078,0.020432
ansible,2,Agent4LR-M3R1-M3R1-M3R1,1.0,1.5,1,1,1,1,1,0.0,15419,4096,786,0.022526
ansible,3,Agent4LR-M1R1-M1R1-M1R1,,,0,0,0,0,0,,14398,3456,1093,0.000986
ansible,3,Agent4LR-M1R1-M1R1-M2R1,,,0,0,0,0,0,,14398,3456,1093,0.001889
ansible,3,Agent4LR-M1R1-M1R1-M2R2,,,0,0,0,0,0,,14398,3456,1206,0.002115
ansible,3,Agent4LR-M1R1-M1R1-M2R3,,,0,0,0,0,0,,14398,3456,1755,0.003213
ansible,3,Agent4LR-M1R1-M1R1-M3R1,,,0,0,0,0,0,,14398,3456,1093,0.006402
ansible,3,Agent4LR-M1R1-M2R1-M1R1,,,0,0,0,0,0,,57419,25344,1261,0.007588
ansible,3,Agent4LR-M1R1-M2R1-M2R1,,,0,0,0,0,0,,57419,28032,1261,0.008494
ansible,3,Agent4LR-M1R1-M2R2-M1R1,,,0,0,0,0,0,,47185,18944,1502,0.007180
ansible,3,Agent4LR-M1R1-M2R3-M1R1,,,0,0,0,0,0,,35356,15872,2271,0.006511
ansible,3,Agent4LR-M1R1-M3R1-M1R1,,,0,0,0,0,0,,48566,0,1296,0.053311
ansible,3,Agent4LR-M1R1-M3R1-M3R1,,,0,0,0,0,0,,48566,0,1296,0.061212
ansible,3,Agent4LR-M2R1-M1R1-M1R1,,,0,0,0,0,0,,11812,4864,217,0.001133
ansible,3,Agent4LR-M2R1-M1R1-M2R1,,,0,0,0,0,0,,11812,4096,203,0.001582
ansible,3,Agent4LR-M2R1-M2R1-M1R1,,,0,0,0,0,0,,56178,18432,435,0.009411
ansible,3,Agent4LR-M2R1-M2R1-M2R1,,,0,0,0,0,0,,56178,18432,435,0.010767
ansible,3,Agent4LR-M2R1-M2R1-M2R2,,,0,0,0,0,0,,56178,18432,749,0.011395
ansible,3,Agent4LR-M2R1-M2R1-M2R3,,,0,0,0,0,0,,56178,18432,1542,0.012981
ansible,3,Agent4LR-M2R1-M2R1-M3R1,,,0,0,0,0,0,,56178,18432,435,0.017548
ansible,3,Agent4LR-M2R1-M2R2-M2R1,,,0,0,0,0,0,,42606,14080,1223,0.009929
ansible,3,Agent4LR-M2R1-M2R3-M2R1,,,0,0,0,0,0,,48503,23424,3171,0.013197
ansible,3,Agent4LR-M2R1-M3R1-M2R1,,,0,0,0,0,0,,39693,11520,447,0.033591
ansible,3,Agent4LR-M2R1-M3R1-M3R1,,,0,0,0,0,0,,39693,9856,447,0.039514
ansible,3,Agent4LR-M2R2-M1R1-M1R1,,,0,0,0,0,0,,25303,2432,430,0.002201
ansible,3,Agent4LR-M2R2-M2R1-M2R1,,,0,0,0,0,0,,42932,15488,494,0.008236
ansible,3,Agent4LR-M2R2-M2R2-M2R2,,,0,0,0,0,0,,41358,18944,1423,0.008923
ansible,3,Agent4LR-M2R2-M3R1-M3R1,,,0,0,0,0,0,,36083,7296,515,0.037626
ansible,3,Agent4LR-M2R3-M1R1-M1R1,,,0,0,0,0,0,,20190,9856,666,0.002110
ansible,3,Agent4LR-M2R3-M2R1-M2R1,,,0,0,0,0,0,,50819,15744,776,0.010714
ansible,3,Agent4LR-M2R3-M2R3-M2R3,,,0,0,0,0,0,,41091,16640,4337,0.015203
ansible,3,Agent4LR-M2R3-M3R1-M3R1,,,0,0,0,0,0,,30534,7296,767,0.031018
ansible,3,Agent4LR-M3R1-M1R1-M1R1,,,0,0,0,0,0,,23295,5632,950,0.011792
ansible,3,Agent4LR-M3R1-M1R1-M3R1,,,0,0,0,0,0,,23295,5632,950,0.017694
ansible,3,Agent4LR-M3R1-M2R1-M2R1,,,0,0,0,0,0,,46847,16512,1038,0.018845
ansible,3,Agent4LR-M3R1-M2R1-M3R1,,,0,0,0,0,0,,46847,16512,1038,0.025055
ansible,3,Agent4LR-M3R1-M2R2-M3R1,,,0,0,0,0,0,,36146,12800,1092,0.023023
ansible,3,Agent4LR-M3R1-M2R3-M3R1,,,0,0,0,0,0,,47631,12800,2818,0.029646
ansible,3,Agent4LR-M3R1-M3R1-M1R1,,,0,0,0,0,0,,35100,7296,1009,0.038657
ansible,3,Agent4LR-M3R1-M3R1-M2R1,,,0,0,0,0,0,,35100,7296,1009,0.039840
ansible,3,Agent4LR-M3R1-M3R1-M2R2,,,0,0,0,0,0,,35100,8960,1422,0.040292
ansible,3,Agent4LR-M3R1-M3R1-M2R3,,,0,0,0,0,0,,35100,8960,1320,0.040088
ansible,3,Agent4LR-M3R1-M3R1-M3R1,,,0,0,0,0,0,,35100,10496,1009,0.042157
ansible,13,Agent4LR-M1R1-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,28686,4096,730,0.001524
ansible,13,Agent4LR-M1R1-M1R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,28686,4096,730,0.002640
ansible,13,Agent4LR-M1R1-M1R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,28686,4096,934,0.003048
ansible,13,Agent4LR-M1R1-M1R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,28686,4096,1332,0.003844
ansible,13,Agent4LR-M1R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,28686,4096,730,0.008223
ansible,13,Agent4LR-M1R1-M2R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,37082,6400,752,0.007097
ansible,13,Agent4LR-M1R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,37082,9088,752,0.007774
ansible,13,Agent4LR-M1R1-M2R2-M1R1,1.0,1.0,1,1,1,1,1,0.0,11727,0,900,0.003065
ansible,13,Agent4LR-M1R1-M2R3-M1R1,1.0,1.0,1,1,1,1,1,0.0,19479,2688,2254,0.006760
ansible,13,Agent4LR-M1R1-M3R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,37594,2816,780,0.041230
ansible,13,Agent4LR-M1R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,37594,0,780,0.049059
ansible,13,Agent4LR-M2R1-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,10995,0,453,0.001394
ansible,13,Agent4LR-M2R1-M1R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,10995,2688,453,0.001463
ansible,13,Agent4LR-M2R1-M2R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,28310,2688,547,0.006444
ansible,13,Agent4LR-M2R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,28310,2688,547,0.007567
ansible,13,Agent4LR-M2R1-M2R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,28310,2688,835,0.008143
ansible,13,Agent4LR-M2R1-M2R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,28310,2688,1533,0.009539
ansible,13,Agent4LR-M2R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,28310,2688,547,0.013183
ansible,13,Agent4LR-M2R1-M2R2-M2R1,1.0,1.0,1,1,1,1,1,0.0,13247,0,610,0.004532
ansible,13,Agent4LR-M2R1-M2R3-M2R1,1.0,1.0,1,1,1,1,1,0.0,30232,2688,3388,0.013729
ansible,13,Agent4LR-M2R1-M3R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,23697,0,525,0.026041
ansible,13,Agent4LR-M2R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,23697,0,525,0.031557
ansible,13,Agent4LR-M2R2-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,10195,0,384,0.001238
ansible,13,Agent4LR-M2R2-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,41259,3328,536,0.010638
ansible,13,Agent4LR-M2R2-M2R2-M2R2,1.0,1.0,1,1,1,1,1,0.0,20973,5376,813,0.005660
ansible,13,Agent4LR-M2R2-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,27785,0,506,0.036917
ansible,13,Agent4LR-M2R3-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,10579,2560,533,0.001406
ansible,13,Agent4LR-M2R3-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,21549,6400,577,0.005101
ansible,13,Agent4LR-M2R3-M2R3-M2R3,1.0,1.0,1,1,1,1,1,0.0,34391,14848,5045,0.015347
ansible,13,Agent4LR-M2R3-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,45026,6528,713,0.052115
ansible,13,Agent4LR-M3R1-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,41488,0,993,0.010250
ansible,13,Agent4LR-M3R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,41488,3072,993,0.015561
ansible,13,Agent4LR-M3R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,34285,3712,957,0.016132
ansible,13,Agent4LR-M3R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,34285,3712,957,0.023507
ansible,13,Agent4LR-M3R1-M2R2-M3R1,1.0,1.0,1,1,1,1,1,0.0,14831,0,1164,0.017411
ansible,13,Agent4LR-M3R1-M2R3-M3R1,1.0,1.0,1,1,1,1,1,0.0,19754,0,2139,0.020806
ansible,13,Agent4LR-M3R1-M3R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,31843,0,957,0.042159
ansible,13,Agent4LR-M3R1-M3R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,31843,0,957,0.043362
ansible,13,Agent4LR-M3R1-M3R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,31843,0,1122,0.043692
ansible,13,Agent4LR-M3R1-M3R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,31843,0,2090,0.045628
ansible,13,Agent4LR-M3R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,31843,3072,957,0.045918
ansible,14,Agent4LR-M1R1-M1R1-M1R1,,,0,0,0,0,0,,10066,2304,556,0.000612
ansible,14,Agent4LR-M1R1-M1R1-M2R1,,,0,0,0,0,0,,10066,2304,556,0.001176
ansible,14,Agent4LR-M1R1-M1R1-M2R2,,,0,0,0,0,0,,10066,2304,818,0.001700
ansible,14,Agent4LR-M1R1-M1R1-M2R3,,,0,0,0,0,0,,10066,2304,925,0.001914
ansible,14,Agent4LR-M1R1-M1R1-M3R1,,,0,0,0,0,0,,10066,2304,556,0.004000
ansible,14,Agent4LR-M1R1-M2R1-M1R1,,,0,0,0,0,0,,29217,4352,694,0.005821
ansible,14,Agent4LR-M1R1-M2R1-M2R1,,,0,0,0,0,0,,29217,6016,694,0.006429
ansible,14,Agent4LR-M1R1-M2R2-M1R1,,,0,0,0,0,0,,13049,3328,756,0.002495
ansible,14,Agent4LR-M1R1-M2R3-M1R1,,,0,0,0,0,0,,20536,3328,3274,0.009214
ansible,14,Agent4LR-M1R1-M3R1-M1R1,,,0,0,0,0,0,,10064,1920,557,0.007146
ansible,14,Agent4LR-M1R1-M3R1-M3R1,,,0,0,0,0,0,,10064,3840,557,0.008374
ansible,14,Agent4LR-M2R1-M1R1-M1R1,,,0,0,0,0,0,,12140,2560,398,0.001238
ansible,14,Agent4LR-M2R1-M1R1-M2R1,,,0,0,0,0,0,,12140,2560,398,0.001826
ansible,14,Agent4LR-M2R1-M2R1-M1R1,,,0,0,0,0,0,,19993,1664,442,0.004713
ansible,14,Agent4LR-M2R1-M2R1-M2R1,,,0,0,0,0,0,,19993,4736,442,0.004817
ansible,14,Agent4LR-M2R1-M2R1-M2R2,,,0,0,0,0,0,,19993,1664,730,0.006084
ansible,14,Agent4LR-M2R1-M2R1-M2R3,,,0,0,0,0,0,,19993,1664,1455,0.007534
ansible,14,Agent4LR-M2R1-M2R1-M3R1,,,0,0,0,0,0,,19993,1664,442,0.009484
ansible,14,Agent4LR-M2R1-M2R2-M2R1,,,0,0,0,0,0,,15208,4992,849,0.004377
ansible,14,Agent4LR-M2R1-M2R3-M2R1,,,0,0,0,0,0,,19749,4992,2600,0.009014
ansible,14,Agent4LR-M2R1-M3R1-M2R1,,,0,0,0,0,0,,19993,3840,470,0.020819
ansible,14,Agent4LR-M2R1-M3R1-M3R1,,,0,0,0,0,0,,19993,1152,470,0.025400
ansible,14,Agent4LR-M2R2-M1R1-M1R1,,,0,0,0,0,0,,8798,1152,282,0.000967
ansible,14,Agent4LR-M2R2-M2R1-M2R1,,,0,0,0,0,0,,25870,2816,434,0.006702
ansible,14,Agent4LR-M2R2-M2R2-M2R2,,,0,0,0,0,0,,11464,0,969,0.004804
ansible,14,Agent4LR-M2R2-M3R1-M3R1,,,0,0,0,0,0,,19610,3584,391,0.022035
ansible,14,Agent4LR-M2R3-M1R1-M1R1,,,0,0,0,0,0,,6350,0,725,0.001867
ansible,14,Agent4LR-M2R3-M2R1-M2R1,,,0,0,0,0,0,,31613,1664,907,0.009343
ansible,14,Agent4LR-M2R3-M2R3-M2R3,,,0,0,0,0,0,,18154,3328,5608,0.015006
ansible,14,Agent4LR-M2R3-M3R1-M3R1,,,0,0,0,0,0,,12370,3584,812,0.013251
ansible,14,Agent4LR-M3R1-M1R1-M1R1,,,0,0,0,0,0,,11418,1920,894,0.009535
ansible,14,Agent4LR-M3R1-M1R1-M3R1,,,0,0,0,0,0,,11418,3072,894,0.012033
ansible,14,Agent4LR-M3R1-M2R1-M2R1,,,0,0,0,0,0,,19298,4352,938,0.012972
ansible,14,Agent4LR-M3R1-M2R1-M3R1,,,0,0,0,0,0,,19298,1664,938,0.017776
ansible,14,Agent4LR-M3R1-M2R2-M3R1,,,0,0,0,0,0,,19298,1664,1355,0.018610
ansible,14,Agent4LR-M3R1-M2R3-M3R1,,,0,0,0,0,0,,22902,7168,1975,0.018663
ansible,14,Agent4LR-M3R1-M3R1-M1R1,,,0,0,0,0,0,,14739,2304,930,0.021003
ansible,14,Agent4LR-M3R1-M3R1-M2R1,,,0,0,0,0,0,,14739,2304,930,0.021691
ansible,14,Agent4LR-M3R1-M3R1-M2R2,,,0,0,0,0,0,,14739,2304,1080,0.021991
ansible,14,Agent4LR-M3R1-M3R1-M2R3,,,0,0,0,0,0,,14739,2304,1269,0.022369
ansible,14,Agent4LR-M3R1-M3R1-M3R1,,,0,0,0,0,0,,14739,3456,930,0.023836
black,1,Agent4LR-M1R1-M1R1-M1R1,3.0,3.0,0,0,1,1,1,0.16666666666666666,54710,0,1113,0.003181
black,1,Agent4LR-M1R1-M1R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,54710,0,1113,0.004751
black,1,Agent4LR-M1R1-M1R1-M2R2,2.0,2.0,0,1,1,1,1,0.08333333333333333,54710,0,1302,0.005129
black,1,Agent4LR-M1R1-M1R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,54710,0,2456,0.007437
black,1,Agent4LR-M1R1-M1R1-M3R1,2.0,2.0,0,1,1,1,1,0.08333333333333333,54710,0,1113,0.012603
black,1,Agent4LR-M1R1-M2R1-M1R1,3.0,3.0,0,0,1,1,1,0.16666666666666666,40598,1664,1083,0.009158
black,1,Agent4LR-M1R1-M2R1-M2R1,2.0,2.0,0,1,1,1,1,0.08333333333333333,40598,1664,1083,0.010520
black,1,Agent4LR-M1R1-M2R2-M1R1,2.0,2.0,0,1,1,1,1,0.08333333333333333,16156,0,1077,0.003830
black,1,Agent4LR-M1R1-M2R3-M1R1,2.0,2.0,0,1,1,1,1,0.08333333333333333,16156,8320,2946,0.006438
black,1,Agent4LR-M1R1-M3R1-M1R1,2.0,2.0,0,1,1,1,1,0.08333333333333333,37961,1536,1111,0.041201
black,1,Agent4LR-M1R1-M3R1-M3R1,2.0,2.0,0,1,1,1,1,0.08333333333333333,37961,1536,1111,0.048308
black,1,Agent4LR-M2R1-M1R1-M1R1,3.0,3.0,0,0,1,1,1,0.16666666666666666,52369,0,801,0.003824
black,1,Agent4LR-M2R1-M1R1-M2R1,2.0,2.0,0,1,1,1,1,0.08333333333333333,52369,0,801,0.005358
black,1,Agent4LR-M2R1-M2R1-M1R1,2.0,2.0,0,1,1,1,1,0.08333333333333333,43517,5376,756,0.009865
black,1,Agent4LR-M2R1-M2R1-M2R1,2.0,2.0,0,1,1,1,1,0.08333333333333333,43517,9088,756,0.010346
black,1,Agent4LR-M2R1-M2R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,43517,5376,1131,0.011932
black,1,Agent4LR-M2R1-M2R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,43517,5376,1561,0.012792
black,1,Agent4LR-M2R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,43517,5376,756,0.017765
black,1,Agent4LR-M2R1-M2R2-M2R1,2.0,2.0,0,1,1,1,1,0.08333333333333333,14481,1664,777,0.004800
black,1,Agent4LR-M2R1-M2R3-M2R1,2.0,2.0,0,1,1,1,1,0.08333333333333333,24322,3328,3709,0.012750
black,1,Agent4LR-M2R1-M3R1-M2R1,2.0,2.0,0,1,1,1,1,0.08333333333333333,29509,3712,741,0.033699
black,1,Agent4LR-M2R1-M3R1-M3R1,2.0,2.0,0,1,1,1,1,0.08333333333333333,29509,0,741,0.039872
black,1,Agent4LR-M2R2-M1R1-M1R1,3.0,3.0,0,0,1,1,1,0.16666666666666666,39140,0,718,0.003023
