Project,BugId,Method,FR,AR,Top1,Top2,Top3,Top4,Top5,WE,InputTokens,CachedTokens,OutputTokens,CostUSD
keras,2,Ochiai,,,0,0,0,0,0,,0,0,0,
keras,2,SBIR,,,0,0,0,0,0,,0,0,0,
keras,2,BoostN,,,0,0,0,0,0,,0,0,0,
keras,3,Ochiai,4.0,4.0,0,0,0,1,1,0.21428571428571427,0,0,0,
keras,3,SBIR,6.0,6.0,0,0,0,0,0,0.35714285714285715,0,0,0,
keras,3,BoostN,6.0,6.0,0,0,0,0,0,0.35714285714285715,0,0,0,
keras,4,Ochiai,2.0,2.0,0,1,1,1,1,0.08333333333333333,0,0,0,
keras,4,SBIR,3.0,3.0,0,0,1,1,1,0.16666666666666666,0,0,0,
keras,4,BoostN,6.0,6.0,0,0,0,0,0,0.4166666666666667,0,0,0,
keras,5,Ochiai,3.5,3.5,0,0,0,1,1,0.20833333333333334,0,0,0,
keras,5,SBIR,6.0,6.0,0,0,0,0,0,0.4166666666666667,0,0,0,
keras,5,BoostN,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,6,Ochiai,,,0,0,0,0,0,,0,0,0,
keras,6,SBIR,,,0,0,0,0,0,,0,0,0,
keras,6,BoostN,,,0,0,0,0,0,,0,0,0,
keras,7,Ochiai,5.5,5.5,0,0,0,0,0,0.3,0,0,0,
keras,7,SBIR,8.0,8.0,0,0,0,0,0,0.4666666666666667,0,0,0,
keras,7,BoostN,9.0,9.0,0,0,0,0,0,0.5333333333333333,0,0,0,
keras,8,Ochiai,7.0,7.0,0,0,0,0,0,0.46153846153846156,0,0,0,
keras,8,SBIR,7.0,7.0,0,0,0,0,0,0.46153846153846156,0,0,0,
keras,8,BoostN,5.0,5.0,0,0,0,0,1,0.3076923076923077,0,0,0,
keras,9,Ochiai,2.0,2.0,0,1,1,1,1,0.07692307692307693,0,0,0,
keras,9,SBIR,2.0,2.0,0,1,1,1,1,0.07692307692307693,0,0,0,
keras,9,BoostN,7.0,7.0,0,0,0,0,0,0.46153846153846156,0,0,0,
keras,10,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,10,SBIR,2.0,2.0,0,1,1,1,1,0.09090909090909091,0,0,0,
keras,10,BoostN,7.0,7.0,0,0,0,0,0,0.5454545454545454,0,0,0,
keras,11,Ochiai,3.0,3.0,0,0,1,1,1,0.16666666666666666,0,0,0,
keras,11,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,11,BoostN,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,13,Ochiai,4.5,4.5,0,0,0,0,1,0.2916666666666667,0,0,0,
keras,13,SBIR,7.0,7.0,0,0,0,0,0,0.5,0,0,0,
keras,13,BoostN,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,14,Ochiai,6.0,6.0,0,0,0,0,0,0.3333333333333333,0,0,0,
keras,14,SBIR,11.0,11.0,0,0,0,0,0,0.6666666666666666,0,0,0,
keras,14,BoostN,6.0,6.0,0,0,0,0,0,0.3333333333333333,0,0,0,
keras,16,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,16,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,16,BoostN,9.0,9.0,0,0,0,0,0,0.5714285714285714,0,0,0,
keras,18,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,18,SBIR,5.0,5.0,0,0,0,0,1,0.2857142857142857,0,0,0,
keras,18,BoostN,5.0,5.0,0,0,0,0,1,0.2857142857142857,0,0,0,
keras,19,Ochiai,,,0,0,0,0,0,,0,0,0,
keras,19,SBIR,,,0,0,0,0,0,,0,0,0,
keras,19,BoostN,,,0,0,0,0,0,,0,0,0,
keras,20,Ochiai,1.5,3.9,0,1,1,1,1,0.05,0,0,0,
keras,20,SBIR,2.0,4.0,0,1,1,1,1,0.1,0,0,0,
keras,20,BoostN,6.0,8.8,0,0,0,0,0,0.7,0,0,0,
keras,21,Ochiai,,,0,0,0,0,0,,0,0,0,
keras,21,SBIR,,,0,0,0,0,0,,0,0,0,
keras,21,BoostN,,,0,0,0,0,0,,0,0,0,
keras,22,Ochiai,,,0,0,0,0,0,,0,0,0,
keras,22,SBIR,,,0,0,0,0,0,,0,0,0,
keras,22,BoostN,,,0,0,0,0,0,,0,0,0,
keras,23,Ochiai,1.5,1.5,0,1,1,1,1,0.041666666666666664,0,0,0,
keras,23,SBIR,2.0,2.0,0,1,1,1,1,0.08333333333333333,0,0,0,
keras,23,BoostN,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,24,Ochiai,11.5,11.5,0,0,0,0,0,0.7,0,0,0,
keras,24,SBIR,10.0,10.0,0,0,0,0,0,0.6,0,0,0,
keras,24,BoostN,6.0,6.0,0,0,0,0,0,0.3333333333333333,0,0,0,
keras,25,Ochiai,1.5,1.5,0,1,1,1,1,0.041666666666666664,0,0,0,
keras,25,SBIR,4.0,4.0,0,0,0,1,1,0.25,0,0,0,
keras,25,BoostN,7.0,7.0,0,0,0,0,0,0.5,0,0,0,
keras,26,Ochiai,1.5,1.5,0,1,1,1,1,0.03571428571428571,0,0,0,
keras,26,SBIR,2.0,2.0,0,1,1,1,1,0.07142857142857142,0,0,0,
keras,26,BoostN,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,27,Ochiai,,,0,0,0,0,0,,0,0,0,
keras,27,SBIR,,,0,0,0,0,0,,0,0,0,
keras,27,BoostN,,,0,0,0,0,0,,0,0,0,
keras,28,Ochiai,1.5,1.5,0,1,1,1,1,0.05,0,0,0,
keras,28,SBIR,2.0,2.0,0,1,1,1,1,0.1,0,0,0,
keras,28,BoostN,9.0,9.0,0,0,0,0,0,0.8,0,0,0,
keras,29,Ochiai,3.5,3.5,0,0,0,1,1,0.17857142857142858,0,0,0,
keras,29,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,29,BoostN,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,30,Ochiai,4.5,4.5,0,0,0,0,1,0.25,0,0,0,
keras,30,SBIR,8.0,8.0,0,0,0,0,0,0.5,0,0,0,
keras,30,BoostN,3.0,3.0,0,0,1,1,1,0.14285714285714285,0,0,0,
keras,31,Ochiai,1.5,1.5,0,1,1,1,1,0.03571428571428571,0,0,0,
keras,31,SBIR,6.0,6.0,0,0,0,0,0,0.35714285714285715,0,0,0,
keras,31,BoostN,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,32,Ochiai,1.5,2.0,0,1,1,1,1,0.0,0,0,0,
keras,32,SBIR,1.0,2.0,1,1,1,1,1,0.0,0,0,0,
keras,32,BoostN,1.5,2.6666666666666665,0,1,1,1,1,0.2222222222222222,0,0,0,
keras,33,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,33,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,33,BoostN,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,34,Ochiai,5.0,5.0,0,0,0,0,1,0.23529411764705882,0,0,0,
keras,34,SBIR,9.0,9.0,0,0,0,0,0,0.47058823529411764,0,0,0,
keras,34,BoostN,7.0,7.0,0,0,0,0,0,0.35294117647058826,0,0,0,
keras,36,Ochiai,2.5,2.5,0,0,1,1,1,0.16666666666666666,0,0,0,
keras,36,SBIR,2.0,2.0,0,1,1,1,1,0.1111111111111111,0,0,0,
keras,36,BoostN,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,37,Ochiai,1.5,4.333333333333333,0,1,1,1,1,0.4090909090909091,0,0,0,
keras,37,SBIR,1.0,3.3333333333333335,1,1,1,1,1,0.36363636363636365,0,0,0,
keras,37,BoostN,2.0,5.333333333333333,0,1,1,1,1,0.5454545454545454,0,0,0,
keras,38,Ochiai,2.5,2.5,0,0,1,1,1,0.13636363636363635,0,0,0,
keras,38,SBIR,2.0,2.0,0,1,1,1,1,0.09090909090909091,0,0,0,
keras,38,BoostN,4.0,4.0,0,0,0,1,1,0.2727272727272727,0,0,0,
keras,39,Ochiai,1.5,1.5,0,1,1,1,1,0.041666666666666664,0,0,0,
keras,39,SBIR,2.0,2.0,0,1,1,1,1,0.08333333333333333,0,0,0,
keras,39,BoostN,6.0,6.0,0,0,0,0,0,0.4166666666666667,0,0,0,
keras,41,Ochiai,1.0,2.3333333333333335,1,1,1,1,1,0.0,0,0,0,
keras,41,SBIR,1.0,2.3333333333333335,1,1,1,1,1,0.07692307692307693,0,0,0,
keras,41,BoostN,6.0,8.333333333333334,0,0,0,0,0,0.6153846153846154,0,0,0,
keras,42,Ochiai,5.0,5.0,0,0,0,0,1,0.26666666666666666,0,0,0,
keras,42,SBIR,9.0,9.0,0,0,0,0,0,0.5333333333333333,0,0,0,
keras,42,BoostN,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,43,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
keras,43,SBIR,6.0,6.0,0,0,0,0,0,0.5,0,0,0,
keras,43,BoostN,6.0,6.0,0,0,0,0,0,0.5,0,0,0,
keras,44,Ochiai,,,0,0,0,0,0,,0,0,0,
keras,44,SBIR,,,0,0,0,0,0,,0,0,0,
keras,44,BoostN,,,0,0,0,0,0,,0,0,0,
keras,45,Ochiai,6.0,6.0,0,0,0,0,0,0.35714285714285715,0,0,0,
keras,45,SBIR,11.0,11.0,0,0,0,0,0,0.7142857142857143,0,0,0,
keras,45,BoostN,6.0,6.0,0,0,0,0,0,0.35714285714285715,0,0,0,
luigi,2,Ochiai,1.5,1.5,0,1,1,1,1,0.045454545454545456,0,0,0,
luigi,2,SBIR,3.0,3.0,0,0,1,1,1,0.18181818181818182,0,0,0,
luigi,2,BoostN,6.0,6.0,0,0,0,0,0,0.45454545454545453,0,0,0,
luigi,3,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
luigi,3,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
luigi,3,BoostN,7.0,7.0,0,0,0,0,0,0.46153846153846156,0,0,0,
luigi,5,Ochiai,,,0,0,0,0,0,,0,0,0,
luigi,5,SBIR,,,0,0,0,0,0,,0,0,0,
luigi,5,BoostN,,,0,0,0,0,0,,0,0,0,
luigi,6,Ochiai,4.5,6.5,0,0,0,0,1,0.38461538461538464,0,0,0,
luigi,6,SBIR,4.0,7.0,0,0,0,1,1,0.46153846153846156,0,0,0,
luigi,6,BoostN,2.0,6.0,0,1,1,1,1,0.5384615384615384,0,0,0,
luigi,7,Ochiai,,,0,0,0,0,0,,0,0,0,
luigi,7,SBIR,,,0,0,0,0,0,,0,0,0,
luigi,7,BoostN,,,0,0,0,0,0,,0,0,0,
luigi,8,Ochiai,1.5,1.5,0,1,1,1,1,0.038461538461538464,0,0,0,
luigi,8,SBIR,2.0,2.0,0,1,1,1,1,0.07692307692307693,0,0,0,
luigi,8,BoostN,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
luigi,9,Ochiai,,,0,0,0,0,0,,0,0,0,
luigi,9,SBIR,,,0,0,0,0,0,,0,0,0,
luigi,9,BoostN,,,0,0,0,0,0,,0,0,0,
luigi,10,Ochiai,3.0,3.0,0,0,1,1,1,0.16666666666666666,0,0,0,
luigi,10,SBIR,6.0,6.0,0,0,0,0,0,0.4166666666666667,0,0,0,
luigi,10,BoostN,4.0,4.0,0,0,0,1,1,0.25,0,0,0,
luigi,11,Ochiai,5.0,5.0,0,0,0,0,1,0.4,0,0,0,
luigi,11,SBIR,5.0,5.0,0,0,0,0,1,0.4,0,0,0,
luigi,11,BoostN,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
luigi,12,Ochiai,7.0,7.0,0,0,0,0,0,0.5,0,0,0,
luigi,12,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
luigi,12,BoostN,2.0,2.0,0,1,1,1,1,0.08333333333333333,0,0,0,
luigi,13,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
luigi,13,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
luigi,13,BoostN,7.0,7.0,0,0,0,0,0,0.5,0,0,0,
luigi,14,Ochiai,1.0,5.0,1,1,1,1,1,0.5,0,0,0,
luigi,14,SBIR,2.0,5.5,0,1,1,1,1,0.5,0,0,0,
luigi,14,BoostN,3.5,4.75,0,0,0,1,1,0.2857142857142857,0,0,0,
luigi,15,Ochiai,2.0,2.0,0,1,1,1,1,0.07142857142857142,0,0,0,
luigi,15,SBIR,4.0,4.0,0,0,0,1,1,0.21428571428571427,0,0,0,
luigi,15,BoostN,8.5,8.5,0,0,0,0,0,0.5357142857142857,0,0,0,
luigi,16,Ochiai,2.0,2.0,0,1,1,1,1,0.07142857142857142,0,0,0,
luigi,16,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
luigi,16,BoostN,6.0,6.0,0,0,0,0,0,0.35714285714285715,0,0,0,
luigi,17,Ochiai,5.0,5.0,0,0,0,0,1,0.26666666666666666,0,0,0,
luigi,17,SBIR,8.0,8.0,0,0,0,0,0,0.4666666666666667,0,0,0,
luigi,17,BoostN,7.0,7.0,0,0,0,0,0,0.4,0,0,0,
luigi,18,Ochiai,2.0,2.0,0,1,1,1,1,0.07692307692307693,0,0,0,
luigi,18,SBIR,2.0,2.0,0,1,1,1,1,0.07692307692307693,0,0,0,
luigi,18,BoostN,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
luigi,20,Ochiai,5.0,5.0,0,0,0,0,1,0.25,0,0,0,
luigi,20,SBIR,10.0,10.0,0,0,0,0,0,0.5625,0,0,0,
luigi,20,BoostN,6.0,6.0,0,0,0,0,0,0.3125,0,0,0,
luigi,21,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
luigi,21,SBIR,3.0,3.0,0,0,1,1,1,0.15384615384615385,0,0,0,
luigi,21,BoostN,6.5,6.5,0,0,0,0,0,0.4230769230769231,0,0,0,
luigi,22,Ochiai,2.0,2.0,0,1,1,1,1,0.058823529411764705,0,0,0,
luigi,22,SBIR,8.0,8.0,0,0,0,0,0,0.4117647058823529,0,0,0,
luigi,22,BoostN,13.0,13.0,0,0,0,0,0,0.7058823529411765,0,0,0,
luigi,24,Ochiai,1.5,1.5,0,1,1,1,1,0.03333333333333333,0,0,0,
luigi,24,SBIR,7.0,7.0,0,0,0,0,0,0.4,0,0,0,
luigi,24,BoostN,10.0,10.0,0,0,0,0,0,0.6,0,0,0,
luigi,25,Ochiai,3.0,3.0,0,0,1,1,1,0.1111111111111111,0,0,0,
luigi,25,SBIR,7.0,7.0,0,0,0,0,0,0.3333333333333333,0,0,0,
luigi,25,BoostN,14.0,14.0,0,0,0,0,0,0.7222222222222222,0,0,0,
luigi,26,Ochiai,1.5,1.5,0,1,1,1,1,0.03571428571428571,0,0,0,
luigi,26,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
luigi,26,BoostN,3.5,3.5,0,0,0,1,1,0.17857142857142858,0,0,0,
luigi,27,Ochiai,,,0,0,0,0,0,,0,0,0,
luigi,27,SBIR,,,0,0,0,0,0,,0,0,0,
luigi,27,BoostN,,,0,0,0,0,0,,0,0,0,
luigi,28,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
luigi,28,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
luigi,28,BoostN,3.0,3.0,0,0,1,1,1,0.125,0,0,0,
luigi,29,Ochiai,3.0,3.0,0,0,1,1,1,0.2222222222222222,0,0,0,
luigi,29,SBIR,2.0,2.0,0,1,1,1,1,0.1111111111111111,0,0,0,
luigi,29,BoostN,6.0,6.0,0,0,0,0,0,0.5555555555555556,0,0,0,
luigi,30,Ochiai,,,0,0,0,0,0,,0,0,0,
luigi,30,SBIR,,,0,0,0,0,0,,0,0,0,
luigi,30,BoostN,,,0,0,0,0,0,,0,0,0,
luigi,31,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
luigi,31,SBIR,6.0,6.0,0,0,0,0,0,0.3333333333333333,0,0,0,
luigi,31,BoostN,3.0,3.0,0,0,1,1,1,0.13333333333333333,0,0,0,
luigi,32,Ochiai,,,0,0,0,0,0,,0,0,0,
luigi,32,SBIR,,,0,0,0,0,0,,0,0,0,
luigi,32,BoostN,,,0,0,0,0,0,,0,0,0,
luigi,33,Ochiai,4.0,4.0,0,0,0,1,1,0.2727272727272727,0,0,0,
luigi,33,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
luigi,33,BoostN,2.0,2.0,0,1,1,1,1,0.09090909090909091,0,0,0,
matplotlib,1,Ochiai,,,0,0,0,0,0,,0,0,0,
matplotlib,1,SBIR,,,0,0,0,0,0,,0,0,0,
matplotlib,1,BoostN,,,0,0,0,0,0,,0,0,0,
matplotlib,2,Ochiai,1.5,1.5,0,1,1,1,1,0.038461538461538464,0,0,0,
matplotlib,2,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
matplotlib,2,BoostN,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
matplotlib,3,Ochiai,,,0,0,0,0,0,,0,0,0,
matplotlib,3,SBIR,,,0,0,0,0,0,,0,0,0,
matplotlib,3,BoostN,,,0,0,0,0,0,,0,0,0,
matplotlib,4,Ochiai,1.5,1.5,0,1,1,1,1,0.038461538461538464,0,0,0,
matplotlib,4,SBIR,2.0,2.0,0,1,1,1,1,0.07692307692307693,0,0,0,
matplotlib,4,BoostN,6.0,6.0,0,0,0,0,0,0.38461538461538464,0,0,0,
matplotlib,5,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
