Project,BugId,Method,FR,AR,Top1,Top2,Top3,Top4,Top5,WE,InputTokens,CachedTokens,OutputTokens,CostUSD
Lang,1,Agent4LR-M2R2-M1R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,13029,0,1480,0.004158
Lang,1,Agent4LR-M2R2-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,13029,0,435,0.005283
Lang,1,Agent4LR-M2R2-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,20624,11392,493,0.003579
Lang,1,Agent4LR-M2R2-M2R2-M2R2,1.0,1.0,1,1,1,1,1,0.0,13075,6016,912,0.003739
Lang,1,Agent4LR-M2R2-M2R2-M2R3,1.0,1.0,1,1,1,1,1,0.0,13075,6016,2007,0.005929
Lang,1,Agent4LR-M2R2-M2R2-M3R1,1.0,1.0,1,1,1,1,1,0.0,13075,8448,810,0.004022
Lang,1,Agent4LR-M2R2-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,17526,8576,471,0.013971
Lang,1,Agent4LR-M2R3-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,31068,13440,531,0.001668
Lang,1,Agent4LR-M2R3-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,19529,7424,459,0.004130
Lang,1,Agent4LR-M2R3-M2R3-M2R3,1.0,1.0,1,1,1,1,1,0.0,15524,4992,3991,0.010740
Lang,1,Agent4LR-M2R3-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,16590,6912,465,0.014772
Lang,1,Agent4LR-M3R1-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,15769,6016,942,0.009199
Lang,1,Agent4LR-M3R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,15769,6016,942,0.013715
Lang,1,Agent4LR-M3R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,24838,8448,972,0.013196
Lang,1,Agent4LR-M3R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,24838,11392,972,0.014685
Lang,1,Agent4LR-M3R1-M2R2-M3R1,1.0,1.0,1,1,1,1,1,0.0,19748,8064,1359,0.016835
Lang,1,Agent4LR-M3R1-M2R3-M3R1,1.0,1.0,1,1,1,1,1,0.0,19748,11648,3025,0.016135
Lang,1,Agent4LR-M3R1-M3R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,15815,8960,928,0.017610
Lang,1,Agent4LR-M3R1-M3R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,15815,6016,928,0.018510
Lang,1,Agent4LR-M3R1-M3R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,15815,6016,1106,0.018866
Lang,1,Agent4LR-M3R1-M3R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,15815,6016,1502,0.019658
Lang,1,Agent4LR-M3R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,15815,6016,928,0.022281
Lang,1,Agent4LR-Q2R0-Q2R0-Q2R0,1.0,1.0,1,1,1,1,1,0.0,0,0,0,0.000000
Lang,1,Agent4LR-Q2R1-Q2R0-Q2R1,1.0,1.0,1,1,1,1,1,0.0,0,0,0,0.000000
Chart,1,Agent4LR-M1R1-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,7435,1152,474,0.000504
Chart,1,Agent4LR-M1R1-M1R1-M1R2,1.0,1.0,1,1,1,1,1,0.0,7435,1152,697,0.000594
Chart,1,Agent4LR-M1R1-M1R1-M1R3,2.0,2.0,0,1,1,1,1,0.05263157894736842,9995,3584,1789,0.001038
Chart,1,Agent4LR-M1R1-M1R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,9995,3584,1082,0.001331
Chart,1,Agent4LR-M1R1-M1R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,9995,3584,1212,0.001591
Chart,1,Agent4LR-M1R1-M1R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,9995,6016,1567,0.001754
Chart,1,Agent4LR-M1R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,9995,3584,1082,0.004209
Chart,1,Agent4LR-M1R1-M1R1-M3R2,1.0,1.0,1,1,1,1,1,0.0,9995,3584,1490,0.008289
Chart,1,Agent4LR-M1R1-M1R1-M3R3,1.0,1.0,1,1,1,1,1,0.0,9995,3584,2920,0.022589
Chart,1,Agent4LR-M1R1-M1R2-M1R1,1.0,1.0,1,1,1,1,1,0.0,9633,1920,1519,0.000994
Chart,1,Agent4LR-M1R1-M1R3-M1R1,1.0,1.0,1,1,1,1,1,0.0,22981,13312,8821,0.004019
Chart,1,Agent4LR-M1R1-M2R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,19465,10368,1148,0.002776
Chart,1,Agent4LR-M1R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,19465,8320,1148,0.003619
Chart,1,Agent4LR-M1R1-M2R2-M1R1,1.0,1.0,1,1,1,1,1,0.0,9635,3840,1277,0.001888
Chart,1,Agent4LR-M1R1-M2R3-M1R1,1.0,1.0,1,1,1,1,1,0.0,7243,3840,1649,0.002412
Chart,1,Agent4LR-M1R1-M3R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,7243,2176,1046,0.006250
Chart,1,Agent4LR-M1R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,7243,0,1046,0.009485
Chart,1,Agent4LR-M1R1-M3R2-M1R1,1.0,1.0,1,1,1,1,1,0.0,9635,6144,1988,0.014224
Chart,1,Agent4LR-M1R1-M3R3-M1R1,1.0,1.0,1,1,1,1,1,0.0,7243,3840,2378,0.017561
Chart,1,Agent4LR-M1R1-Q2R0-Q2R1,1.0,1.0,1,1,1,1,1,0.0,871,0,345,0.000182
Chart,1,Agent4LR-M1R2-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,38844,21760,1230,0.001357
Chart,1,Agent4LR-M1R2-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,30223,20480,1188,0.003811
Chart,1,Agent4LR-M1R3-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,6529,0,2433,0.001300
Chart,1,Agent4LR-M1R3-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,24586,15616,2607,0.003956
Chart,1,Agent4LR-M2R1-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,8227,2816,640,0.001492
Chart,1,Agent4LR-M2R1-M1R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,8227,2816,640,0.001979
Chart,1,Agent4LR-M2R1-M1R2-M2R1,1.0,1.0,1,1,1,1,1,0.0,9906,1280,1546,0.002484
Chart,1,Agent4LR-M2R1-M1R3-M2R1,1.0,1.0,1,1,1,1,1,0.0,17107,6528,8000,0.005256
Chart,1,Agent4LR-M2R1-M2R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,21701,9728,764,0.004076
Chart,1,Agent4LR-M2R1-M2R1-M1R2,1.0,1.0,1,1,1,1,1,0.0,21701,11264,1559,0.004318
Chart,1,Agent4LR-M2R1-M2R1-M1R3,1.0,1.0,1,1,1,1,1,0.0,21701,9728,3498,0.005170
Chart,1,Agent4LR-M2R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,21701,9728,764,0.004764
Chart,1,Agent4LR-M2R1-M2R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,21701,9728,955,0.005146
Chart,1,Agent4LR-M2R1-M2R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,21701,9728,1716,0.006668
Chart,1,Agent4LR-M2R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,21701,9728,764,0.008204
Chart,1,Agent4LR-M2R1-M2R1-M3R2,1.0,1.0,1,1,1,1,1,0.0,21701,9728,1200,0.012564
Chart,1,Agent4LR-M2R1-M2R2-M2R1,1.0,1.0,1,1,1,1,1,0.0,15534,5248,817,0.004337
Chart,1,Agent4LR-M2R1-M2R3-M2R1,1.0,1.0,1,1,1,1,1,0.0,23604,12800,2914,0.008849
Chart,1,Agent4LR-M2R1-M3R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,24575,13568,856,0.015476
Chart,1,Agent4LR-M2R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,24575,13568,856,0.019194
Chart,1,Agent4LR-M2R1-M3R2-M2R1,1.0,1.0,1,1,1,1,1,0.0,22372,12672,2396,0.031357
Chart,1,Agent4LR-M2R2-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,4660,0,542,0.001315
Chart,1,Agent4LR-M2R2-M1R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,4660,0,649,0.001878
Chart,1,Agent4LR-M2R2-M1R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,4660,0,1315,0.003210
Chart,1,Agent4LR-M2R2-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,4660,0,542,0.003409
Chart,1,Agent4LR-M2R2-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,15332,3200,666,0.004445
Chart,1,Agent4LR-M2R2-M2R2-M2R2,1.0,1.0,1,1,1,1,1,0.0,10802,0,1392,0.005484
Chart,1,Agent4LR-M2R2-M2R2-M2R3,1.0,1.0,1,1,1,1,1,0.0,10802,0,1786,0.006273
Chart,1,Agent4LR-M2R2-M2R2-M3R1,1.0,1.0,1,1,1,1,1,0.0,10802,1152,1118,0.006301
Chart,1,Agent4LR-M2R2-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,16065,8064,722,0.013904
Chart,1,Agent4LR-M2R3-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,4585,0,534,0.001295
Chart,1,Agent4LR-M2R3-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,23183,9728,752,0.005111
Chart,1,Agent4LR-M2R3-M2R3-M2R3,1.0,1.0,1,1,1,1,1,0.0,4585,0,1854,0.004854
Chart,1,Agent4LR-M2R3-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,4585,0,534,0.006810
Chart,1,Agent4LR-M2R4-M2R4-M2R4,1.0,1.0,1,1,1,1,1,0.0,16324,3328,14265,0.031862
Chart,1,Agent4LR-M3R1-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,33685,17792,1059,0.008932
Chart,1,Agent4LR-M3R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,33685,17792,1059,0.013752
Chart,1,Agent4LR-M3R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,23504,11392,964,0.011662
Chart,1,Agent4LR-M3R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,23504,12928,964,0.013574
Chart,1,Agent4LR-M3R1-M2R2-M3R1,1.0,1.0,1,1,1,1,1,0.0,26111,16256,1390,0.014283
Chart,1,Agent4LR-M3R1-M2R3-M3R1,1.0,1.0,1,1,1,1,1,0.0,16938,11264,1928,0.013504
Chart,1,Agent4LR-M3R1-M3R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,15161,7808,912,0.015354
Chart,1,Agent4LR-M3R1-M3R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,15161,7808,912,0.016009
Chart,1,Agent4LR-M3R1-M3R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,15161,7808,1062,0.016309
Chart,1,Agent4LR-M3R1-M3R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,15161,7808,1633,0.017451
Chart,1,Agent4LR-M3R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,15161,7808,912,0.019287
Chart,1,Agent4LR-M3R2-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,33733,20864,1050,0.008280
Chart,1,Agent4LR-M3R2-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,27475,12416,998,0.012076
Chart,1,Agent4LR-M3R3-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,20703,10240,2163,0.020897
Chart,1,Agent4LR-M3R3-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,21341,6528,2193,0.024505
Chart,1,Agent4LR-Q2R0-Q2R0-Q2R0,1.0,1.0,1,1,1,1,1,0.0,0,0,0,0.000000
Chart,1,Agent4LR-Q2R1-Q2R0-Q2R1,1.0,1.0,1,1,1,1,1,0.0,0,0,0,0.000000
Chart,2,Agent4LR-M1R1-M1R1-M1R1,,,0,0,0,0,0,,9492,3840,1451,0.000865
Chart,2,Agent4LR-M2R1-M2R1-M2R1,,,0,0,0,0,0,,19111,12544,780,0.003515
Chart,2,Agent4LR-M2R2-M2R2-M2R2,,,0,0,0,0,0,,16968,9088,1605,0.005407
Chart,2,Agent4LR-M2R3-M2R3-M2R3,,,0,0,0,0,0,,17281,1664,9057,0.022060
Chart,2,Agent4LR-M2R4-M2R4-M2R4,,,0,0,0,0,0,,17007,1664,18060,0.039997
Chart,2,Agent4LR-M3R1-M3R1-M3R1,,,0,0,0,0,0,,25419,15872,997,0.023888
Chart,2,Agent4LR-Q2R0-Q2R0-Q2R0,,,0,0,0,0,0,,0,0,0,0.000000
Chart,3,Agent4LR-M1R1-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,20159,10240,725,0.000791
Chart,3,Agent4LR-M1R1-M1R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,20159,10240,725,0.001327
Chart,3,Agent4LR-M1R1-M1R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,20159,10240,860,0.001597
Chart,3,Agent4LR-M1R1-M1R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,20159,10240,1422,0.002721
Chart,3,Agent4LR-M1R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,20159,10240,725,0.004008
Chart,3,Agent4LR-M1R1-M2R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,19929,5376,753,0.003998
Chart,3,Agent4LR-M1R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,19929,5376,753,0.004531
Chart,3,Agent4LR-M1R1-M2R2-M1R1,1.0,1.0,1,1,1,1,1,0.0,17654,9216,2658,0.006636
Chart,3,Agent4LR-M1R1-M2R3-M1R1,1.0,1.0,1,1,1,1,1,0.0,19979,6784,3597,0.009382
Chart,3,Agent4LR-M1R1-M3R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,19785,14592,786,0.010112
Chart,3,Agent4LR-M1R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,19785,13184,786,0.013271
Chart,3,Agent4LR-M2R1-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,9640,3328,346,0.000797
Chart,3,Agent4LR-M2R1-M1R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,9640,3328,346,0.001176
Chart,3,Agent4LR-M2R1-M2R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,17248,5888,429,0.003367
Chart,3,Agent4LR-M2R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,17248,5888,429,0.003845
Chart,3,Agent4LR-M2R1-M2R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,17248,5888,848,0.004683
Chart,3,Agent4LR-M2R1-M2R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,17248,5888,1742,0.006471
Chart,3,Agent4LR-M2R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,17248,5888,429,0.006237
Chart,3,Agent4LR-M2R1-M2R2-M2R1,1.0,1.0,1,1,1,1,1,0.0,15130,1536,2358,0.008153
Chart,3,Agent4LR-M2R1-M2R3-M2R1,1.0,1.0,1,1,1,1,1,0.0,17292,3200,4178,0.011959
Chart,3,Agent4LR-M2R1-M3R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,15107,7552,496,0.011408
Chart,3,Agent4LR-M2R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,15107,7552,496,0.013640
Chart,3,Agent4LR-M2R2-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,3895,0,267,0.000725
Chart,3,Agent4LR-M2R2-M1R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,3895,0,480,0.001462
Chart,3,Agent4LR-M2R2-M1R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,3895,0,1338,0.003178
Chart,3,Agent4LR-M2R2-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,3895,0,267,0.002590
Chart,3,Agent4LR-M2R2-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,17297,4224,499,0.004372
Chart,3,Agent4LR-M2R2-M2R2-M2R2,1.0,1.0,1,1,1,1,1,0.0,17250,8192,1414,0.005297
Chart,3,Agent4LR-M2R2-M2R2-M2R3,1.0,1.0,1,1,1,1,1,0.0,17250,8192,2600,0.007669
Chart,3,Agent4LR-M2R2-M2R2-M3R1,1.0,1.0,1,1,1,1,1,0.0,17250,9216,1076,0.005799
Chart,3,Agent4LR-M2R2-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,17266,9088,569,0.014933
Chart,3,Agent4LR-M2R3-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,7629,1280,1735,0.003682
Chart,3,Agent4LR-M2R3-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,24031,11264,1945,0.007363
Chart,3,Agent4LR-M2R3-M2R3-M2R3,1.0,1.0,1,1,1,1,1,0.0,21435,9984,8663,0.020438
Chart,3,Agent4LR-M2R3-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,23894,16512,1987,0.017814
Chart,3,Agent4LR-M2R4-M2R4-M2R4,1.0,1.0,1,1,1,1,1,0.0,19472,6656,17062,0.037494
Chart,3,Agent4LR-M3R1-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,8157,1408,965,0.009350
Chart,3,Agent4LR-M3R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,8157,1408,965,0.012285
Chart,3,Agent4LR-M3R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,24768,10496,1133,0.013284
Chart,3,Agent4LR-M3R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,24768,12160,1133,0.014428
Chart,3,Agent4LR-M3R1-M2R2-M3R1,1.0,1.0,1,1,1,1,1,0.0,24741,18816,2194,0.015047
Chart,3,Agent4LR-M3R1-M2R3-M3R1,1.0,1.0,1,1,1,1,1,0.0,24851,14976,6547,0.026219
Chart,3,Agent4LR-M3R1-M3R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,12154,6528,1037,0.015230
Chart,3,Agent4LR-M3R1-M3R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,12154,6528,1037,0.015728
Chart,3,Agent4LR-M3R1-M3R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,12154,6528,1178,0.016011
Chart,3,Agent4LR-M3R1-M3R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,12154,6528,1313,0.016280
Chart,3,Agent4LR-M3R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,12154,6528,1037,0.018218
Chart,4,Agent4LR-M1R1-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,5850,0,735,0.000586
Chart,4,Agent4LR-M1R1-M1R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,5850,0,735,0.001056
Chart,4,Agent4LR-M1R1-M1R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,5850,0,1080,0.001746
Chart,4,Agent4LR-M1R1-M1R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,5850,0,1391,0.002368
Chart,4,Agent4LR-M1R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,5850,0,735,0.003405
Chart,4,Agent4LR-M1R1-M2R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,25061,6016,934,0.004977
Chart,4,Agent4LR-M1R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,25061,6016,934,0.005663
Chart,4,Agent4LR-M1R1-M2R2-M1R1,1.0,1.0,1,1,1,1,1,0.0,17847,9728,1517,0.003590
Chart,4,Agent4LR-M1R1-M2R3-M1R1,1.0,1.0,1,1,1,1,1,0.0,24296,13312,4437,0.010121
Chart,4,Agent4LR-M1R1-M3R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,27292,18048,976,0.014551
Chart,4,Agent4LR-M1R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,27292,16256,976,0.018885
Chart,4,Agent4LR-M2R1-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,24142,15104,735,0.001507
Chart,4,Agent4LR-M2R1-M1R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,24142,16768,735,0.001765
Chart,4,Agent4LR-M2R1-M2R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,24876,12288,791,0.004396
Chart,4,Agent4LR-M2R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,24876,12288,791,0.005036
Chart,4,Agent4LR-M2R1-M2R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,24876,12288,910,0.005274
Chart,4,Agent4LR-M2R1-M2R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,24876,12288,1690,0.006834
Chart,4,Agent4LR-M2R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,24876,12288,791,0.008237
Chart,4,Agent4LR-M2R1-M2R2-M2R1,1.0,1.0,1,1,1,1,1,0.0,16564,5248,1010,0.004980
Chart,4,Agent4LR-M2R1-M2R3-M2R1,1.0,1.0,1,1,1,1,1,0.0,16263,7040,2383,0.007248
Chart,4,Agent4LR-M2R1-M3R1-M2R1,3.0,3.0,0,0,1,1,1,0.1111111111111111,25021,17920,777,0.013378
Chart,4,Agent4LR-M2R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,25021,16256,777,0.016989
Chart,4,Agent4LR-M2R2-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,12272,2176,1548,0.003472
Chart,4,Agent4LR-M2R2-M1R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,12272,2176,1881,0.004726
Chart,4,Agent4LR-M2R2-M1R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,12272,2176,2132,0.005228
Chart,4,Agent4LR-M2R2-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,12272,2176,1548,0.007000
Chart,4,Agent4LR-M2R2-M2R1-M2R1,3.0,3.0,0,0,1,1,1,0.1111111111111111,32096,16256,1764,0.007894
Chart,4,Agent4LR-M2R2-M2R2-M2R2,1.0,1.0,1,1,1,1,1,0.0,25560,7680,2766,0.010194
Chart,4,Agent4LR-M2R2-M2R2-M2R3,4.0,4.0,0,0,0,1,1,0.16666666666666666,25560,7680,4279,0.013220
Chart,4,Agent4LR-M2R2-M2R2-M3R1,1.0,1.0,1,1,1,1,1,0.0,25560,9856,2410,0.010773
Chart,4,Agent4LR-M2R2-M3R1-M3R1,3.0,3.0,0,0,1,1,1,0.1111111111111111,32335,23040,1792,0.020682
Chart,4,Agent4LR-M2R3-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,15778,5760,1936,0.004166
Chart,4,Agent4LR-M2R3-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,29632,14208,2069,0.008349
Chart,4,Agent4LR-M2R3-M2R3-M2R3,1.0,1.0,1,1,1,1,1,0.0,29423,13952,8473,0.021163
Chart,4,Agent4LR-M2R3-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,30572,20736,2116,0.021606
Chart,4,Agent4LR-M3R1-M1R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,5847,1152,734,0.007221
Chart,4,Agent4LR-M3R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,5847,1152,734,0.010039
Chart,4,Agent4LR-M3R1-M2R1-M2R1,4.0,4.0,0,0,0,1,1,0.16666666666666666,23652,6400,952,0.011954
Chart,4,Agent4LR-M3R1-M2R1-M3R1,4.0,4.0,0,0,0,1,1,0.16666666666666666,23652,7552,952,0.014076
Chart,4,Agent4LR-M3R1-M2R2-M3R1,1.0,1.0,1,1,1,1,1,0.0,24664,13440,1940,0.014975
Chart,4,Agent4LR-M3R1-M2R3-M3R1,1.0,1.0,1,1,1,1,1,0.0,18793,12160,3025,0.015155
Chart,4,Agent4LR-M3R1-M3R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,18793,11648,900,0.015572
Chart,4,Agent4LR-M3R1-M3R1-M2R1,4.0,4.0,0,0,0,1,1,0.16666666666666666,18793,11648,900,0.016208
