Project,BugId,Method,FR,AR,Top1,Top2,Top3,Top4,Top5,WE,InputTokens,CachedTokens,OutputTokens,CostUSD
Cli,27,SBIR,9.0,9.0,0,0,0,0,0,0.47058823529411764,0,0,0,
Cli,27,BoostN,4.0,4.0,0,0,0,1,1,0.17647058823529413,0,0,0,
Cli,28,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Cli,28,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Cli,28,BoostN,2.0,2.0,0,1,1,1,1,0.058823529411764705,0,0,0,
Cli,29,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Cli,29,SBIR,6.0,6.0,0,0,0,0,0,0.38461538461538464,0,0,0,
Cli,29,BoostN,3.0,3.0,0,0,1,1,1,0.15384615384615385,0,0,0,
Cli,30,Ochiai,4.0,7.0,0,0,0,1,1,0.5,0,0,0,
Cli,30,SBIR,1.0,3.0,1,1,1,1,1,0.1875,0,0,0,
Cli,30,BoostN,1.0,2.5,1,1,1,1,1,0.125,0,0,0,
Cli,31,Ochiai,2.0,6.25,0,1,1,1,1,0.5,0,0,0,
Cli,31,SBIR,4.0,5.0,0,0,0,1,1,0.23529411764705882,0,0,0,
Cli,31,BoostN,11.5,11.5,0,0,0,0,0,0.5588235294117647,0,0,0,
Cli,32,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Cli,32,SBIR,7.0,7.0,0,0,0,0,0,0.4,0,0,0,
Cli,32,BoostN,2.0,2.0,0,1,1,1,1,0.06666666666666667,0,0,0,
Cli,33,Ochiai,,,0,0,0,0,0,,0,0,0,
Cli,33,SBIR,,,0,0,0,0,0,,0,0,0,
Cli,33,BoostN,,,0,0,0,0,0,,0,0,0,
Cli,34,Ochiai,,,0,0,0,0,0,,0,0,0,
Cli,34,SBIR,,,0,0,0,0,0,,0,0,0,
Cli,34,BoostN,,,0,0,0,0,0,,0,0,0,
Cli,35,Ochiai,,,0,0,0,0,0,,0,0,0,
Cli,35,SBIR,,,0,0,0,0,0,,0,0,0,
Cli,35,BoostN,,,0,0,0,0,0,,0,0,0,
Cli,36,Ochiai,,,0,0,0,0,0,,0,0,0,
Cli,36,SBIR,,,0,0,0,0,0,,0,0,0,
Cli,36,BoostN,,,0,0,0,0,0,,0,0,0,
Cli,37,Ochiai,7.5,7.5,0,0,0,0,0,0.34210526315789475,0,0,0,
Cli,37,SBIR,3.0,3.0,0,0,1,1,1,0.10526315789473684,0,0,0,
Cli,37,BoostN,16.0,16.0,0,0,0,0,0,0.7894736842105263,0,0,0,
Cli,38,Ochiai,6.5,6.5,0,0,0,0,0,0.3055555555555556,0,0,0,
Cli,38,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Cli,38,BoostN,14.0,14.0,0,0,0,0,0,0.7222222222222222,0,0,0,
Cli,39,Ochiai,1.5,1.5,0,1,1,1,1,0.03333333333333333,0,0,0,
Cli,39,SBIR,4.0,4.0,0,0,0,1,1,0.2,0,0,0,
Cli,39,BoostN,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Cli,40,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Cli,40,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Cli,40,BoostN,2.0,2.0,0,1,1,1,1,0.07142857142857142,0,0,0,
Closure,1,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,1,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,1,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,2,Ochiai,2.5,2.5,0,0,1,1,1,0.08823529411764706,0,0,0,
Closure,2,SBIR,2.0,2.0,0,1,1,1,1,0.058823529411764705,0,0,0,
Closure,2,BoostN,7.0,7.0,0,0,0,0,0,0.35294117647058826,0,0,0,
Closure,3,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,3,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,3,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,4,Ochiai,11.0,11.0,0,0,0,0,0,0.5555555555555556,0,0,0,
Closure,4,SBIR,9.0,9.0,0,0,0,0,0,0.4444444444444444,0,0,0,
Closure,4,BoostN,2.0,2.0,0,1,1,1,1,0.05555555555555555,0,0,0,
Closure,5,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,5,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,5,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,6,Ochiai,1.0,1.75,1,1,1,1,1,0.03125,0,0,0,
Closure,6,SBIR,1.0,1.5,1,1,1,1,1,0.0,0,0,0,
Closure,6,BoostN,6.0,8.0,0,0,0,0,0,0.5,0,0,0,
Closure,7,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,7,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,7,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,8,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,8,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,8,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,9,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Closure,9,SBIR,6.0,6.0,0,0,0,0,0,0.3333333333333333,0,0,0,
Closure,9,BoostN,16.0,16.0,0,0,0,0,0,1.0,0,0,0,
Closure,10,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,10,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,10,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,11,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,11,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,11,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,12,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,12,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,12,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,13,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,13,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,13,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,14,Ochiai,2.0,2.0,0,1,1,1,1,0.05263157894736842,0,0,0,
Closure,14,SBIR,2.0,2.0,0,1,1,1,1,0.05263157894736842,0,0,0,
Closure,14,BoostN,7.0,7.0,0,0,0,0,0,0.3157894736842105,0,0,0,
Closure,15,Ochiai,16.0,16.0,0,0,0,0,0,0.8823529411764706,0,0,0,
Closure,15,SBIR,12.0,12.0,0,0,0,0,0,0.6470588235294118,0,0,0,
Closure,15,BoostN,8.0,8.0,0,0,0,0,0,0.4117647058823529,0,0,0,
Closure,16,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,16,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,16,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,17,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,17,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,17,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,18,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,18,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,18,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,19,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Closure,19,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Closure,19,BoostN,8.0,8.0,0,0,0,0,0,0.3888888888888889,0,0,0,
Closure,20,Ochiai,5.5,5.5,0,0,0,0,0,0.23684210526315788,0,0,0,
Closure,20,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Closure,20,BoostN,3.0,3.0,0,0,1,1,1,0.10526315789473684,0,0,0,
Closure,21,Ochiai,2.0,2.0,0,1,1,1,1,0.05263157894736842,0,0,0,
Closure,21,SBIR,2.0,2.0,0,1,1,1,1,0.05263157894736842,0,0,0,
Closure,21,BoostN,6.0,6.0,0,0,0,0,0,0.2631578947368421,0,0,0,
Closure,22,Ochiai,1.5,1.5,0,1,1,1,1,0.02631578947368421,0,0,0,
Closure,22,SBIR,2.0,2.0,0,1,1,1,1,0.05263157894736842,0,0,0,
Closure,22,BoostN,6.0,6.0,0,0,0,0,0,0.2631578947368421,0,0,0,
Closure,23,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Closure,23,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Closure,23,BoostN,7.0,7.0,0,0,0,0,0,0.3333333333333333,0,0,0,
Closure,24,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,24,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,24,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,25,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,25,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,25,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,26,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,26,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,26,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,27,Ochiai,2.0,3.25,0,1,1,1,1,0.19230769230769232,0,0,0,
Closure,27,SBIR,1.0,2.0,1,1,1,1,1,0.07692307692307693,0,0,0,
Closure,27,BoostN,9.0,10.5,0,0,0,0,0,0.7692307692307693,0,0,0,
Closure,28,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,28,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,28,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,29,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,29,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,29,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,30,Ochiai,11.0,11.0,0,0,0,0,0,0.5263157894736842,0,0,0,
Closure,30,SBIR,11.0,11.0,0,0,0,0,0,0.5263157894736842,0,0,0,
Closure,30,BoostN,18.0,18.0,0,0,0,0,0,0.8947368421052632,0,0,0,
Closure,31,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,31,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,31,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,32,Ochiai,5.0,5.0,0,0,0,0,1,0.23529411764705882,0,0,0,
Closure,32,SBIR,4.0,4.0,0,0,0,1,1,0.17647058823529413,0,0,0,
Closure,32,BoostN,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Closure,33,Ochiai,2.0,2.0,0,1,1,1,1,0.058823529411764705,0,0,0,
Closure,33,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Closure,33,BoostN,6.0,6.0,0,0,0,0,0,0.29411764705882354,0,0,0,
Closure,34,Ochiai,3.0,3.0,0,0,1,1,1,0.13333333333333333,0,0,0,
Closure,34,SBIR,3.0,3.0,0,0,1,1,1,0.13333333333333333,0,0,0,
Closure,34,BoostN,6.0,6.0,0,0,0,0,0,0.3333333333333333,0,0,0,
Closure,35,Ochiai,4.0,4.0,0,0,0,1,1,0.16666666666666666,0,0,0,
Closure,35,SBIR,2.0,2.0,0,1,1,1,1,0.05555555555555555,0,0,0,
Closure,35,BoostN,6.0,6.0,0,0,0,0,0,0.2777777777777778,0,0,0,
Closure,36,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,36,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,36,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,37,Ochiai,11.0,11.0,0,0,0,0,0,0.5263157894736842,0,0,0,
Closure,37,SBIR,8.0,8.0,0,0,0,0,0,0.3684210526315789,0,0,0,
Closure,37,BoostN,9.0,9.0,0,0,0,0,0,0.42105263157894735,0,0,0,
Closure,38,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Closure,38,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Closure,38,BoostN,8.0,8.0,0,0,0,0,0,0.4375,0,0,0,
Closure,39,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Closure,39,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Closure,39,BoostN,11.0,11.0,0,0,0,0,0,0.5263157894736842,0,0,0,
Closure,40,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,40,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,40,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,41,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,41,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,41,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,42,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,42,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,42,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,43,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,43,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,43,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,44,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,44,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,44,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,45,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,45,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,45,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,46,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Closure,46,SBIR,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
Closure,46,BoostN,11.0,11.0,0,0,0,0,0,0.5882352941176471,0,0,0,
Closure,47,Ochiai,12.5,13.25,0,0,0,0,0,0.75,0,0,0,
Closure,47,SBIR,9.0,9.5,0,0,0,0,0,0.5,0,0,0,
Closure,47,BoostN,1.0,2.5,1,1,1,1,1,0.125,0,0,0,
Closure,48,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,48,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,48,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,49,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,49,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,49,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,50,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,50,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,50,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,51,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,51,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,51,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,52,Ochiai,6.0,6.0,0,0,0,0,0,0.29411764705882354,0,0,0,
Closure,52,SBIR,5.0,5.0,0,0,0,0,1,0.23529411764705882,0,0,0,
Closure,52,BoostN,12.0,12.0,0,0,0,0,0,0.6470588235294118,0,0,0,
Closure,53,Ochiai,,,0,0,0,0,0,,0,0,0,
Closure,53,SBIR,,,0,0,0,0,0,,0,0,0,
Closure,53,BoostN,,,0,0,0,0,0,,0,0,0,
Closure,54,Ochiai,1.0,1.0,1,1,1,1,1,0.0,0,0,0,
